一级类目,二级类目,三级类目,三级类目链接,类型,关键词
手机,手机配件,移动电源,"https://list.jd.com/list.html?cat=9987,830,13658",品牌： 已选条件：,小米（MI） 罗马仕（ROMOSS） 品胜（PISEN） 华为（HUAWEI） 爱国者（aigo） 飞利浦（PHILIPS） 飞毛腿（SCUD） 羽博（Yoobao） ANKER ZMI 台电（TECLAST） 倍思（BASEUS） 绿联（UGREEN） 南孚 SOLOVE 第一卫 MATE 爱沃可（iWALK）
手机,手机配件,移动电源,"https://list.jd.com/list.html?cat=9987,830,13658",功能：,背夹电池 无线充电 电量数字显示 超轻薄 多U口输出 苹果输入 TYPE-C输入 双向快充 带插头 其他
手机,手机配件,移动电源,"https://list.jd.com/list.html?cat=9987,830,13658",价格：,0-60 61-100 101-170 171-270 271-390 391-500 501以上
手机,手机配件,移动电源,"https://list.jd.com/list.html?cat=9987,830,13658",容量：,25000mAh及以上 20000mAh-24999mAh 12000mAh-19999mAh 10000mAh-11999mAh 5000mAh-9999mAh 5000mAh以下
手机,手机配件,移动电源,"https://list.jd.com/list.html?cat=9987,830,13658",电芯类型：,锂聚合物电池 锂离子电池
手机,手机配件,电池/移动电源,"https://list.jd.com/list.html?cat=9987,830,860",品牌： 已选条件：,华为（HUAWEI） 迪士尼（Disney） 金士顿（Kingston） 索尼（SONY） 小米（MI） 飞利浦（PHILIPS）
手机,手机配件,电池/移动电源,"https://list.jd.com/list.html?cat=9987,830,860",大家说：,电量足 外观漂亮 携带方便 充电快 容量大 性价比高 容量大 充电快 电量足 携带方便 充电效果好 用得放心 接头多 可以充手机 超薄 出差必备 充电时间短 不发热 买手机送的 电源不错
手机,手机配件,蓝牙耳机,"https://list.jd.com/list.html?cat=9987,830,863",品牌： 已选条件：,捷波朗（Jabra） QCY 缤特力（Plantronics） 华为（HUAWEI） 蓝弦（Bluedio） 小米（MI） 大康（Dacom） 三星（SAMSUNG） 索尼（SONY） 三力浦（SANLEPUS） UCOMX AFTERSHOKZ FMJ 山水（SANSUI） REMAX DDJ 夏新（Amoi） 果儿电子（GUOER）
手机,手机配件,蓝牙耳机,"https://list.jd.com/list.html?cat=9987,830,863",价格：,0-69 70-129 130-239 240-499 500-719 720-999 1000以上
手机,手机配件,蓝牙耳机,"https://list.jd.com/list.html?cat=9987,830,863",是否单双耳：,单边免提 双边立体声
手机,手机配件,蓝牙耳机,"https://list.jd.com/list.html?cat=9987,830,863",佩戴方式：,头戴式 入耳式 挂耳式 颈挂式
手机,手机配件,蓝牙耳机,"https://list.jd.com/list.html?cat=9987,830,863",功能：,支持通话 显示电量 降噪 防汗防水 健康监测 超长续航
手机,手机配件,充电器/数据线,"https://list.jd.com/list.html?cat=9987,830,861",品牌： 已选条件：,三星（SAMSUNG） APPLE 维信肯（Wsken） 美型（mking）
手机,手机配件,充电器/数据线,"https://list.jd.com/list.html?cat=9987,830,861",大家说：,充电时间短 线够长 传输速度快 质量很好 送货速度快 包装好 外观小巧 结实耐用 接口牢固 东西不错 苹果认证 值得信赖
手机,手机配件,苹果周边,"https://list.jd.com/list.html?cat=9987,830,13659",品牌： 已选条件：,Apple 斯泰克（stiger） 倍思（BASEUS） APPLE 摩仕（moshi） 毕亚兹（BIAZE） 倍晶（BestJing） 贝尔金（BELKIN） Anker ESCASE 图拉斯（TORRAS） 洛克（ROCK） 技光（JEARLAKON） 墨一（MOYi） 太空步（Monwalk） 浩酷（HOCO） 绿联（UGREEN） 网易
手机,手机配件,苹果周边,"https://list.jd.com/list.html?cat=9987,830,13659",价格：,0-29 30-59 60-129 130-269 20-399 400-589 590以上
手机,手机配件,苹果周边,"https://list.jd.com/list.html?cat=9987,830,13659",类型：,Apple原装 ipad壳 ipad膜 苹果U盘 笔记本贴膜 键盘膜 转换器/转接线 键盘/鼠标 触控笔 电脑包 mac充电器 iwatch配件
手机,手机配件,苹果周边,"https://list.jd.com/list.html?cat=9987,830,13659",适用机型：,iphone iPad ipad mini ipadair ipad pro MAC iwatch 其他
手机,手机配件,苹果周边,"https://list.jd.com/list.html?cat=9987,830,13659",大家说：,颜色好看 做工精细 材质不错 平板必备 送货快 原装正品 材质不错 比官网便宜 保护主机 无色差 稳固性好 适合苹果 使用方便 东西不错 防刮耐磨 高大上 价格便宜 颜色好看 颜色漂亮 包装不错
手机,手机配件,手机耳机,"https://list.jd.com/list.html?cat=9987,830,862",品牌： 已选条件：,华为（HUAWEI） OPPO 小米（MI） 三星（SAMSUNG） 一加 vivo 魅族（MEIZU） vivo 锤子（smartisan） 品胜（PISEN） 维肯（Viken） 乐视TV（Letv） 懿锦 Apple 戴为（Derrwerr） MATE 多宝莱 努比亚（nubia）
手机,手机配件,手机耳机,"https://list.jd.com/list.html?cat=9987,830,862",价格：,1-99 100-299 300-599 600以上
手机,手机配件,手机耳机,"https://list.jd.com/list.html?cat=9987,830,862",佩戴方式：,头戴式 耳塞式 入耳式 其它
手机,手机配件,手机耳机,"https://list.jd.com/list.html?cat=9987,830,862",线控类别：,有线控 无线控
手机,手机配件,手机耳机,"https://list.jd.com/list.html?cat=9987,830,862",适用手机品牌：,苹果 三星 小米 华为 魅族 OPPO 诺基亚 锤子 其他
手机,手机配件,手机贴膜,"https://list.jd.com/list.html?cat=9987,830,867",品牌： 已选条件：,闪魔（SmartDevil） 邦克仕（Benks） 亿色（ESR） 图拉斯（TORRAS） 第一卫 KOLA 依斯卡（ESK） 一加 倍思（BASEUS） 奢姿（shezi） GK KOOLIFE UEU 耐尔金（NILLKIN） 锐舞（RANVOO） ESCASE Rtako 瓦力
手机,手机配件,手机贴膜,"https://list.jd.com/list.html?cat=9987,830,867",特点：,抗蓝光 防指纹 磨砂 彩膜 高清 3D膜 防偷窥 镜面 防反光 自动修复
手机,手机配件,手机贴膜,"https://list.jd.com/list.html?cat=9987,830,867",价格：,0-10 11-20 21-30 31-40 41-60 61-100 101-160 161以上
手机,手机配件,手机贴膜,"https://list.jd.com/list.html?cat=9987,830,867",类型：,前膜 后膜 前后膜 镜头膜 全覆盖膜 边框膜
手机,手机配件,手机贴膜,"https://list.jd.com/list.html?cat=9987,830,867",材质：,钢化玻璃 高清软膜 液态纳米
手机,手机配件,手机存储卡,"https://list.jd.com/list.html?cat=9987,830,1099",品牌： 已选条件：,闪迪（SanDisk） 韦兹（WREO） 佰仕顿（BAISHIDUN） ROEL-PLAY 三星（SAMSUNG） 威骆（weiluo） MATE REMAX 金士顿（Kingston） 摩爱利（MOAILI） 麦储（maxchange） 卡姆昂（KMA） 拓恩（TOOERLEN） 品胜（PISEN） 耐翔（Naeny） Verbatim 爵趣 伊酷尔（IFKOO）
手机,手机配件,手机存储卡,"https://list.jd.com/list.html?cat=9987,830,1099",价格：,0-19 20-39 40-49 50-89 90-129 130-159 160以上
手机,手机配件,手机存储卡,"https://list.jd.com/list.html?cat=9987,830,1099",容量：,512G 256G 128G 64G 32G 16G 8G 其他
手机,手机配件,手机存储卡,"https://list.jd.com/list.html?cat=9987,830,1099",类型：,TF(micro-SD)卡 外置扩容 其他
手机,手机配件,手机存储卡,"https://list.jd.com/list.html?cat=9987,830,1099",适用类型：,手机 平板 行车记录仪 监控摄像 无人机 音箱 点读机 早教机 其他
手机,手机配件,充电器,"https://list.jd.com/list.html?cat=9987,830,13660",品牌： 已选条件：,华为（HUAWEI） 绿联（UGREEN） 品胜（PISEN） 小米（MI） OPPO 三星（SAMSUNG） Capshi 罗马仕（ROMOSS） 倍思（BASEUS） 洛克（ROCK） 魅族（MEIZU） 图拉斯（TORRAS） vivo 公牛（BULL） ANKER 南孚 Apple 毕亚兹（BIAZE）
手机,手机配件,充电器,"https://list.jd.com/list.html?cat=9987,830,13660",类型：,充电插头 线充套装 无线充电器 车载充电器 座式充电器 万能充 快充
手机,手机配件,充电器,"https://list.jd.com/list.html?cat=9987,830,13660",价格：,0-30 31-50 51-80 81-160 161-230 231-300 301以上
手机,手机配件,充电器,"https://list.jd.com/list.html?cat=9987,830,13660",适用手机品牌：,通用 苹果 其他 华为 三星 小米 魅族 乐视 荣耀 酷派 vivo
手机,手机配件,充电器,"https://list.jd.com/list.html?cat=9987,830,13660",插口：,单口 双口 多口
手机,手机配件,数据线,"https://list.jd.com/list.html?cat=9987,830,13661",品牌： 已选条件：,绿联（UGREEN） 华为（HUAWEI） 品胜（PISEN） 倍思（BASEUS） 小米（MI） Capshi OPPO 三星（SAMSUNG） Snowkids 图拉斯（TORRAS） 魅族（MEIZU） ANKER 毕亚兹（BIAZE） Apple 维肯（Viken） 洛克（ROCK） 罗马仕（ROMOSS） vivo
手机,手机配件,数据线,"https://list.jd.com/list.html?cat=9987,830,13661",接口：,苹果 MFI苹果认证 安卓 Type-C 二合一 三合一 多合一 OTG 转接设备
手机,手机配件,数据线,"https://list.jd.com/list.html?cat=9987,830,13661",价格：,0-9.9 10-19.9 20-29.9 30-39.9 40-49.9 50-99.9 100以上
手机,手机配件,数据线,"https://list.jd.com/list.html?cat=9987,830,13661",特点：,快充 可伸缩 智能分流 自动断电 指示灯 变色 发光
手机,手机配件,数据线,"https://list.jd.com/list.html?cat=9987,830,13661",类型：,单条装 线充套装 数据线多件套
手机,手机配件,手机保护套,"https://list.jd.com/list.html?cat=9987,830,866",分类：,纯色透明 软萌可爱手机壳 卡通动漫手机壳
手机,手机配件,手机保护套,"https://list.jd.com/list.html?cat=9987,830,866",品牌： 已选条件：,亿色（ESR） 摩斯维（msvii） 一加 ESCASE UAG KOOLIFE 莫凡（Mofi） 毕亚兹（BIAZE） SKSK 图拉斯（TORRAS） 第一卫 KOLA 倍思（BASEUS） 邦克仕（Benks） 洛克（ROCK） 蒙奇奇（monqiqi） 悦可 插画师
手机,手机配件,手机保护套,"https://list.jd.com/list.html?cat=9987,830,866",风格：,日韩 中国风 英伦 欧美 通用风格
手机,手机配件,手机保护套,"https://list.jd.com/list.html?cat=9987,830,866",款式：,软壳 定制 硬壳 翻盖式 边框 运动臂包 钱包式 防水袋 布袋 其他
手机,手机配件,手机保护套,"https://list.jd.com/list.html?cat=9987,830,866",价格：,0-10 11-20 21-30 31-40 41-60 61-100 101-160 161以上
手机,手机配件,手机保护套,"https://list.jd.com/list.html?cat=9987,830,866",材质：,玻璃 硅胶 毛绒 PC/塑料 真皮 金属 TPU PU/仿皮 木质 树脂 液态硅胶 其他
手机,手机配件,车载配件,"https://list.jd.com/list.html?cat=9987,830,864",品牌： 已选条件：,品胜（PISEN） 华为（HUAWEI） 小米（MI） 绿联（UGREEN） 飞利浦（PHILIPS） 洛克（ROCK） 倍思（BASEUS） 羽博（Yoobao） 锤子（smartisan） 洛克（Rock） 魅族（MEIZU） JDB 观悦 TOTU 摩米士（MOMAX） 奥睿科（ORICO） 汉能（Hanergy） 秋叶原（CHOSEAL）
手机,手机配件,车载配件,"https://list.jd.com/list.html?cat=9987,830,864",价格：,0-30 31-60 61-100 101-200 201以上
手机,手机配件,车载配件,"https://list.jd.com/list.html?cat=9987,830,864",类型：,车载支架 车载充电器 车载应急电源 车载影音 车载耳机 导航仪 行车记录仪 蓝牙设备 车载空气净化器 车载冰箱 车载饰品 车载吸尘器 其他
手机,手机配件,车载配件,"https://list.jd.com/list.html?cat=9987,830,864",大家说：,放在车里用 东西不错 小巧方便 使用方便 占用空间小 充电效果好 价格便宜 包装不错 还可以 材质不错 给手机充电 充电快 使用方便 稳固性好 一般般 大小合适 大电流 送货快 质量好 解放双手
手机,手机配件,iPhone 配件,"https://list.jd.com/list.html?cat=9987,830,5003",品牌： 已选条件：,萝莉（LOLI） 摩米士（MOMAX） 络亚（luoya） PZOZ 公牛牌
手机,手机配件,iPhone 配件,"https://list.jd.com/list.html?cat=9987,830,5003",大家说：,防刮耐磨 完美贴合 和手机很配 大小合适 贴合度很好 保护手机 全屏覆盖 与手机贴合 手感不错 抗蓝光 保护壳很好 保护套不错 手机壳不错 还送了贴膜 颜色不错 手感很好 孔位精准 不错的贴膜 显示效果好 包装精美
手机,手机配件,手机电池,"https://list.jd.com/list.html?cat=9987,830,13657",品牌： 已选条件：,品胜（PISEN） 飞毛腿（SCUD） 诺希（NOHON） 三星（SAMSUNG） 华为（HUAWEI） 钻盾 华严苛（Hua rigor） BSN 帆睿（FUNRE） 靓米（LIANGMI） 爱立佳 酷派（Coolpad） 真科（ZHENKE） 罗马仕（ROMOSS） 小米（MI） 第一卫 藤岛 科创美（KCM）
手机,手机配件,手机电池,"https://list.jd.com/list.html?cat=9987,830,13657",价格：,0-50 51-70 71-90 91-140 141-180 181-200 201以上
手机,手机配件,手机电池,"https://list.jd.com/list.html?cat=9987,830,13657",适用品牌：,苹果 华为 小米 OPPO vivo 三星 魅族 其他
手机,手机配件,手机电池,"https://list.jd.com/list.html?cat=9987,830,13657",容量：,1000毫安及以下 1001-1600毫安 1601-2000毫安 2001-2500毫安 2501-3000毫安 3001-4000毫安 4001毫安以上 无容量显示
手机,手机配件,手机电池,"https://list.jd.com/list.html?cat=9987,830,13657",是否原装：,原装 其他 非原装
手机,手机配件,创意配件,"https://list.jd.com/list.html?cat=9987,830,868",品牌： 已选条件：,小米（MI） 绿联（UGREEN） 斯泰克（stiger） 黑鲨 良值 MATE 米家（MIJIA） 倍思（BASEUS） REMAX Genuinetek 网易 华为（HUAWEI） OPPO 品胜（PISEN） Apple 电视果 ESCASE voia
手机,手机配件,创意配件,"https://list.jd.com/list.html?cat=9987,830,868",价格：,0-50 51-100 101-200 201-400 401-700 701-1000 1001以上
手机,手机配件,创意配件,"https://list.jd.com/list.html?cat=9987,830,868",类型：,信号放大器 手机游戏手柄 蓝牙适配器 智能穿戴 usb灯 手机蓝牙键盘 剪卡器 手机电池更换服务 小风扇 定位追踪器 无线上网卡托 同频器 手机投影仪 手机屏幕 镜片 摄像头 其他
手机,手机配件,创意配件,"https://list.jd.com/list.html?cat=9987,830,868",大家说：,比想象中好 值得推荐 东西不错 神器 外观漂亮 送货快 适合送人 好玩 使用方便 新奇特 价格便宜 朋友都说好 包装精美 大小合适 适合使用 音质很好 大小合适 和手机很配 保护壳很好 手感不错
手机,手机配件,便携/无线音响,"https://list.jd.com/list.html?cat=9987,830,11301",品牌： 已选条件：,小米（MI） 华为（HUAWEI） JBL 科势 SENBOWE SENBOWE 博士（BOSE） beats B&O 摩托罗拉（Motorola） XPAC 8thdays 索尼（SONY） 慕致（MUZHI） 沙巴（SHABA） AEC 用维（aWEI） 谷歌（Google）
